,Temperature_C
1979-01-01,-22.66
1979-02-01,-33.84
1979-03-01,-34.27
1979-04-01,-21.53
1979-05-01,-8.47
1979-06-01,-1.83
1979-07-01,6.98
1979-08-01,4.01
1979-09-01,-2.43
1979-10-01,-11.88
1979-11-01,-15.55
1979-12-01,-28.43
1980-01-01,-30.26
1980-02-01,-24.95
1980-03-01,-27.35
1980-04-01,-21.97
1980-05-01,-9.91
1980-06-01,2.18
1980-07-01,5.65
1980-08-01,3.65
1980-09-01,-6.82
1980-10-01,-6.02
1980-11-01,-22.6
1980-12-01,-29.04
1981-01-01,-18.15
1981-02-01,-27.78
1981-03-01,-24.61
1981-04-01,-17.84
1981-05-01,-5.61
1981-06-01,5.1
1981-07-01,5.26
1981-08-01,3.71
1981-09-01,-0.39
1981-10-01,-8.49
1981-11-01,-19.94
1981-12-01,-20.38
1982-01-01,-31.41
1982-02-01,-27.93
1982-03-01,-29.61
1982-04-01,-22.12
1982-05-01,-8.81
1982-06-01,1.98
1982-07-01,8.48
1982-08-01,3.53
1982-09-01,-0.91
1982-10-01,-11.07
1982-11-01,-27.74
1982-12-01,-31.01
1983-01-01,-32.44
1983-02-01,-30.04
1983-03-01,-29.87
1983-04-01,-19.11
1983-05-01,-12.21
1983-06-01,2.1
1983-07-01,7.51
1983-08-01,4.33
1983-09-01,-2.26
1983-10-01,-14.11
1983-11-01,-13.92
1983-12-01,-24.5
1984-01-01,-30.16
1984-02-01,-33.24
1984-03-01,-29.89
1984-04-01,-14.31
1984-05-01,-5.23
1984-06-01,6.05
1984-07-01,4.79
1984-08-01,1.36
1984-09-01,-2.77
1984-10-01,-12.33
1984-11-01,-23.62
1984-12-01,-31.85
1985-01-01,-27.45
1985-02-01,-36.01
1985-03-01,-26.42
1985-04-01,-22.3
1985-05-01,-5.01
1985-06-01,3.94
1985-07-01,2.72
1985-08-01,2.23
1985-09-01,-1.65
1985-10-01,-14.99
1985-11-01,-21.86
1985-12-01,-25.37
1986-01-01,-31.85
1986-02-01,-27.29
1986-03-01,-30.1
1986-04-01,-21.89
1986-05-01,-7.45
1986-06-01,-0.21
1986-07-01,
1986-08-01,
1986-09-01,
1986-10-01,
1986-11-01,
1986-12-01,-26.37
1987-01-01,-27.14
1987-02-01,-28.2
1987-03-01,-27.84
1987-04-01,-22.44
1987-05-01,-11.39
1987-06-01,2.12
1987-07-01,8.89
1987-08-01,4.01
1987-09-01,-0.97
1987-10-01,-6.06
1987-11-01,-25.07
1987-12-01,-18.58
1988-01-01,
1988-02-01,-28.08
1988-03-01,-21.73
1988-04-01,-15.51
1988-05-01,-8.14
1988-06-01,5.07
1988-07-01,10.7
1988-08-01,4.24
1988-09-01,0.47
1988-10-01,-10.04
1988-11-01,-26.76
1988-12-01,-25.54
1989-01-01,-31.54
1989-02-01,-20.78
1989-03-01,
1989-04-01,
1989-05-01,
1989-06-01,
1989-07-01,
1989-08-01,7.61
1989-09-01,
1989-10-01,
1989-11-01,-26.3
1989-12-01,
1990-01-01,
1990-02-01,-34.59
1990-03-01,-23.7
1990-04-01,-16.4
1990-05-01,
1990-06-01,
1990-07-01,
1990-08-01,
1990-09-01,
1990-10-01,
1990-11-01,
1990-12-01,
1991-01-01,-29.6
1991-02-01,-30.5
1991-03-01,-29.7
1991-04-01,-16.57
1991-05-01,-3.91
1991-06-01,
1991-07-01,
1991-08-01,
1991-09-01,
1991-10-01,
1991-11-01,
1991-12-01,-29.62
1992-01-01,
1992-02-01,-29.9
1992-03-01,-21.62
1992-04-01,
1992-05-01,-7.87
1992-06-01,
1992-07-01,6.53
1992-08-01,3.69
1992-09-01,-3.64
1992-10-01,-11.59
1992-11-01,-19.42
1992-12-01,-26.85
1993-01-01,
1993-02-01,-27.38
1993-03-01,-24.25
1993-04-01,-17.54
1993-05-01,
1993-06-01,
1993-07-01,10.07
1993-08-01,3.66
1993-09-01,-1.56
1993-10-01,
1993-11-01,-21.25
1993-12-01,-26.81
1994-01-01,
1994-02-01,
1994-03-01,
1994-04-01,
1994-05-01,
1994-06-01,
1994-07-01,5.68
1994-08-01,4.83
1994-09-01,-4.92
1994-10-01,-7.82
1994-11-01,-21.04
1994-12-01,-26.5
1995-01-01,-23.78
1995-02-01,-29.14
1995-03-01,
1995-04-01,-12.79
1995-05-01,-6.22
1995-06-01,4.13
1995-07-01,7.77
1995-08-01,3.34
1995-09-01,-1.04
1995-10-01,-11.69
1995-11-01,-18.98
1995-12-01,-30.0
1996-01-01,-30.27
1996-02-01,-26.47
1996-03-01,-26.11
1996-04-01,-19.28
1996-05-01,-5.86
1996-06-01,3.91
1996-07-01,6.08
1996-08-01,0.49
1996-09-01,-3.7
1996-10-01,-16.12
1996-11-01,-19.26
1996-12-01,
1997-01-01,-29.23
1997-02-01,
1997-03-01,-29.18
1997-04-01,
1997-05-01,-8.79
1997-06-01,3.0
1997-07-01,7.32
1997-08-01,1.9
1997-09-01,-0.05
1997-10-01,-13.16
1997-11-01,
1997-12-01,
1998-01-01,-29.77
1998-02-01,-27.02
1998-03-01,-19.86
1998-04-01,-11.62
1998-05-01,-2.88
1998-06-01,6.04
1998-07-01,10.18
1998-08-01,8.36
1998-09-01,2.54
1998-10-01,-8.17
1998-11-01,-12.93
1998-12-01,
1999-01-01,-27.6
1999-02-01,
1999-03-01,-22.87
1999-04-01,-18.12
1999-05-01,-6.28
1999-06-01,2.73
1999-07-01,4.8
1999-08-01,6.84
1999-09-01,0.14
1999-10-01,-10.63
1999-11-01,-18.04
1999-12-01,-26.06
2000-01-01,-25.45
2000-02-01,-28.41
2000-03-01,-25.18
2000-04-01,-19.89
2000-05-01,-10.93
2000-06-01,3.68
2000-07-01,6.76
2000-08-01,2.35
2000-09-01,-3.06
2000-10-01,-10.24
2000-11-01,-23.41
2000-12-01,-28.54
2001-01-01,-26.9
2001-02-01,-24.56
2001-03-01,-28.2
2001-04-01,-16.77
2001-05-01,-8.25
2001-06-01,1.54
2001-07-01,6.76
2001-08-01,3.89
2001-09-01,1.15
2001-10-01,-8.65
2001-11-01,-18.42
2001-12-01,-20.43
2002-01-01,-27.31
2002-02-01,-31.22
2002-03-01,-26.62
2002-04-01,-21.9
2002-05-01,-8.31
2002-06-01,2.92
2002-07-01,3.54
2002-08-01,1.19
2002-09-01,-0.92
2002-10-01,-9.7
2002-11-01,-18.4
2002-12-01,-18.25
2003-01-01,-25.08
2003-02-01,-31.69
2003-03-01,-26.59
2003-04-01,-15.13
2003-05-01,-7.09
2003-06-01,1.28
2003-07-01,4.82
2003-08-01,2.81
2003-09-01,-0.77
2003-10-01,-7.87
2003-11-01,-18.92
2003-12-01,-25.95
2004-01-01,-28.83
2004-02-01,-32.73
2004-03-01,-32.77
2004-04-01,-19.55
2004-05-01,-10.98
2004-06-01,2.9
2004-07-01,4.34
2004-08-01,2.47
2004-09-01,-3.26
2004-10-01,-13.36
2004-11-01,
2004-12-01,
2005-01-01,-26.28
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,3.27
2005-09-01,
2005-10-01,-10.32
2005-11-01,-21.3
2005-12-01,-21.63
2006-01-01,-26.91
2006-02-01,-20.65
2006-03-01,-24.84
2006-04-01,-18.95
2006-05-01,-3.21
2006-06-01,2.66
2006-07-01,5.59
2006-08-01,8.02
2006-09-01,3.55
2006-10-01,-8.35
2006-11-01,-19.16
2006-12-01,-20.52
2007-01-01,-25.54
2007-02-01,-28.63
2007-03-01,
2007-04-01,
2007-05-01,-8.17
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,-27.02
2008-02-01,-27.88
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
