,Temperature_C
1986-11-01,-3.25
1986-12-01,-19.23
1987-01-01,-21.9
1987-02-01,-15.5
1987-03-01,-9.88
1987-04-01,-2.95
1987-05-01,4.44
1987-06-01,10.2
1987-07-01,11.81
1987-08-01,8.94
1987-09-01,5.88
1987-10-01,4.81
1987-11-01,-8.43
1987-12-01,-17.27
1988-01-01,-13.66
1988-02-01,-13.43
1988-03-01,-7.98
1988-04-01,-4.87
1988-05-01,4.92
1988-06-01,12.62
1988-07-01,16.0
1988-08-01,11.49
1988-09-01,7.53
1988-10-01,-0.93
1988-11-01,-13.31
1988-12-01,-17.38
1989-01-01,-9.42
1989-02-01,-10.3
1989-03-01,-3.15
1989-04-01,1.29
1989-05-01,6.61
1989-06-01,12.13
1989-07-01,12.89
1989-08-01,11.68
1989-09-01,6.23
1989-10-01,-1.57
1989-11-01,-5.29
1989-12-01,-13.47
1990-01-01,-17.01
1990-02-01,-3.18
1990-03-01,-6.22
1990-04-01,0.33
1990-05-01,5.22
1990-06-01,10.95
1990-07-01,14.3
1990-08-01,12.05
1990-09-01,5.2
1990-10-01,0.47
1990-11-01,-10.48
1990-12-01,-6.55
1991-01-01,-11.31
1991-02-01,-16.79
1991-03-01,-8.2
1991-04-01,-0.47
1991-05-01,3.95
1991-06-01,10.52
1991-07-01,14.43
1991-08-01,12.73
1991-09-01,4.24
1991-10-01,
1991-11-01,
1991-12-01,
1992-01-01,
1992-02-01,
1992-03-01,
1992-04-01,
1992-05-01,
1992-06-01,
1992-07-01,
1992-08-01,
1992-09-01,8.06
1992-10-01,-9.0
1992-11-01,-9.82
1992-12-01,-5.11
1993-01-01,-10.43
1993-02-01,-9.79
1993-03-01,-7.57
1993-04-01,-2.21
1993-05-01,5.67
1993-06-01,8.22
1993-07-01,14.37
1993-08-01,11.17
1993-09-01,2.59
1993-10-01,-4.06
1993-11-01,-5.21
1993-12-01,-11.29
1994-01-01,-17.34
1994-02-01,-14.8
1994-03-01,-7.84
1994-04-01,1.32
1994-05-01,3.83
1994-06-01,10.69
1994-07-01,14.07
1994-08-01,11.64
1994-09-01,5.29
1994-10-01,-0.93
1994-11-01,-8.16
1994-12-01,-6.33
1995-01-01,-10.43
1995-02-01,-8.86
1995-03-01,-4.37
1995-04-01,-2.24
1995-05-01,3.35
1995-06-01,13.0
1995-07-01,12.01
1995-08-01,11.4
1995-09-01,5.28
1995-10-01,-0.52
1995-11-01,-12.15
1995-12-01,-17.56
1996-01-01,-9.36
1996-02-01,-15.38
1996-03-01,-6.43
1996-04-01,-2.48
1996-05-01,2.13
1996-06-01,10.31
1996-07-01,12.91
1996-08-01,13.91
1996-09-01,4.94
1996-10-01,1.85
1996-11-01,-7.33
1996-12-01,-13.62
1997-01-01,-12.68
1997-02-01,-12.14
1997-03-01,-6.68
1997-04-01,-6.43
1997-05-01,3.74
1997-06-01,12.63
1997-07-01,15.95
1997-08-01,13.17
1997-09-01,7.48
1997-10-01,-1.72
1997-11-01,-8.33
1997-12-01,-10.3
1998-01-01,-12.06
1998-02-01,-17.93
1998-03-01,-10.54
1998-04-01,-4.29
1998-05-01,4.01
1998-06-01,9.73
1998-07-01,15.08
1998-08-01,10.73
1998-09-01,5.92
1998-10-01,0.24
1998-11-01,-9.61
1998-12-01,-12.51
1999-01-01,-16.98
1999-02-01,-14.46
1999-03-01,-7.01
1999-04-01,0.14
1999-05-01,
1999-06-01,
1999-07-01,
1999-08-01,
1999-09-01,
1999-10-01,
1999-11-01,
1999-12-01,
