,Temperature_C
1991-10-01,-16.4
1991-11-01,-22.5
1991-12-01,-22.4
1992-01-01,-30.6
1992-02-01,-28.7
1992-03-01,-25.6
1992-04-01,-21.7
1992-05-01,-7.6
1992-06-01,-3.5
1992-07-01,0.6
1992-08-01,-1.3
1992-09-01,-5.9
1992-10-01,-19.2
1992-11-01,-26.3
1992-12-01,-29.1
1993-01-01,-27.2
1993-02-01,-29.5
1993-03-01,-29.7
1993-04-01,-23.1
1993-05-01,-8.7
1993-06-01,-0.9
1993-07-01,0.2
1993-08-01,0.9
1993-09-01,-1.4
1993-10-01,-11.5
1993-11-01,-14.6
1993-12-01,-27.0
1994-01-01,-29.1
1994-02-01,-31.5
1994-03-01,-27.7
1994-04-01,-22.1
1994-05-01,-11.7
1994-06-01,-1.8
1994-07-01,0.7
1994-08-01,-0.5
1994-09-01,-4.4
1994-10-01,-8.2
1994-11-01,-21.7
1994-12-01,-22.6
1995-01-01,-26.2
1995-02-01,-21.0
1995-03-01,-21.5
1995-04-01,-15.6
1995-05-01,-8.89
1995-06-01,-1.6
1995-07-01,1.2
1995-08-01,0.6
1995-09-01,-2.4
1995-10-01,-11.6
1995-11-01,-22.1
1995-12-01,-25.0
1996-01-01,-26.5
1996-02-01,-23.9
1996-03-01,-22.3
1996-04-01,-21.5
1996-05-01,-10.8
1996-06-01,-3.5
1996-07-01,2.6
1996-08-01,0.1
1996-09-01,-0.2
1996-10-01,-12.3
1996-11-01,-16.2
1996-12-01,-26.7
1997-01-01,-29.6
1997-02-01,-30.8
1997-03-01,-23.3
1997-04-01,-17.0
1997-05-01,-9.3
1997-06-01,-1.5
1997-07-01,1.4
1997-08-01,0.2
1997-09-01,0.7
1997-10-01,-4.6
1997-11-01,-19.79
1997-12-01,-29.0
1998-01-01,-28.0
1998-02-01,-37.4
1998-03-01,-29.0
1998-04-01,-23.5
1998-05-01,-11.0
1998-06-01,-1.1
1998-07-01,1.8
1998-08-01,1.2
1998-09-01,-3.7
1998-10-01,-15.2
1998-11-01,-18.79
1998-12-01,-26.7
1999-01-01,-29.5
1999-02-01,-26.1
1999-03-01,-30.9
1999-04-01,-22.5
1999-05-01,-5.6
1999-06-01,-0.6
1999-07-01,1.6
1999-08-01,0.4
1999-09-01,-2.0
1999-10-01,-11.0
1999-11-01,-20.4
1999-12-01,-19.4
