,Temperature_C
1979-01-01,-32.21
1979-02-01,-43.86
1979-03-01,-31.93
1979-04-01,-24.88
1979-05-01,-10.38
1979-06-01,-3.87
1979-07-01,3.29
1979-08-01,-0.49
1979-09-01,-9.75
1979-10-01,-21.44
1979-11-01,-27.15
1979-12-01,-33.11
1980-01-01,-31.57
1980-02-01,-29.16
1980-03-01,-31.32
1980-04-01,-26.78
1980-05-01,-12.1
1980-06-01,-2.3
1980-07-01,3.12
1980-08-01,1.7
1980-09-01,-11.39
1980-10-01,-14.23
1980-11-01,-30.53
1980-12-01,-30.57
1981-01-01,-28.17
1981-02-01,-31.92
1981-03-01,-32.7
1981-04-01,-23.56
1981-05-01,-10.37
1981-06-01,0.36
1981-07-01,3.05
1981-08-01,1.9
1981-09-01,-6.81
1981-10-01,-16.01
1981-11-01,-22.56
1981-12-01,-23.88
1982-01-01,-30.12
1982-02-01,-35.33
1982-03-01,-31.11
1982-04-01,-26.55
1982-05-01,-12.07
1982-06-01,-0.9
1982-07-01,3.07
1982-08-01,1.42
1982-09-01,-10.43
1982-10-01,-20.72
1982-11-01,-27.04
1982-12-01,-31.46
1983-01-01,-32.72
1983-02-01,-32.09
1983-03-01,-29.98
1983-04-01,-25.22
1983-05-01,-12.03
1983-06-01,-0.32
1983-07-01,2.05
1983-08-01,0.67
1983-09-01,-8.22
1983-10-01,-20.5
1983-11-01,-26.69
1983-12-01,-28.76
1984-01-01,-33.58
1984-02-01,-36.23
1984-03-01,-34.62
1984-04-01,-27.06
1984-05-01,-11.08
1984-06-01,-0.67
1984-07-01,4.32
1984-08-01,0.72
1984-09-01,-8.58
1984-10-01,-19.4
1984-11-01,-27.09
1984-12-01,-29.77
1985-01-01,-30.44
1985-02-01,-36.66
1985-03-01,-33.75
1985-04-01,-27.74
1985-05-01,-13.15
1985-06-01,-0.02
1985-07-01,3.6
1985-08-01,-0.34
1985-09-01,-7.73
1985-10-01,-22.19
1985-11-01,-27.95
1985-12-01,-28.1
1986-01-01,-35.86
1986-02-01,-28.17
1986-03-01,-36.2
1986-04-01,-26.51
1986-05-01,-10.63
1986-06-01,-1.48
1986-07-01,2.93
1986-08-01,2.79
1986-09-01,-8.9
1986-10-01,-21.67
1986-11-01,-27.71
1986-12-01,-27.63
1987-01-01,-29.68
1987-02-01,-36.91
1987-03-01,-35.34
1987-04-01,-28.4
1987-05-01,-14.58
1987-06-01,0.09
1987-07-01,2.48
1987-08-01,1.6
1987-09-01,-6.92
1987-10-01,-18.07
1987-11-01,-29.67
1987-12-01,-30.21
1988-01-01,-32.08
1988-02-01,-32.31
1988-03-01,-30.14
1988-04-01,-19.61
1988-05-01,-10.38
1988-06-01,-0.76
1988-07-01,3.66
1988-08-01,1.15
1988-09-01,-8.11
1988-10-01,-17.06
1988-11-01,-27.16
1988-12-01,-29.22
1989-01-01,-35.04
1989-02-01,-29.81
1989-03-01,-34.98
1989-04-01,-25.23
1989-05-01,-13.47
1989-06-01,0.93
1989-07-01,4.26
1989-08-01,0.42
1989-09-01,-8.39
1989-10-01,-20.49
1989-11-01,-26.54
1989-12-01,-30.06
1990-01-01,-29.69
1990-02-01,-33.54
1990-03-01,-29.84
1990-04-01,-19.54
1990-05-01,-7.78
1990-06-01,1.2
1990-07-01,3.76
1990-08-01,-0.81
1990-09-01,-9.38
1990-10-01,-21.3
1990-11-01,-31.26
1990-12-01,-32.67
1991-01-01,-34.61
1991-02-01,-33.9
1991-03-01,-28.6
1991-04-01,-21.83
1991-05-01,-9.91
1991-06-01,0.89
1991-07-01,3.93
1991-08-01,1.74
1991-09-01,-7.9
1991-10-01,-17.55
1991-11-01,-24.25
1991-12-01,-30.87
1992-01-01,
1992-02-01,-34.24
1992-03-01,-29.58
1992-04-01,-26.9
1992-05-01,-13.21
1992-06-01,-1.83
1992-07-01,2.78
1992-08-01,-0.28
1992-09-01,-8.53
1992-10-01,-19.81
1992-11-01,-27.79
1992-12-01,-30.6
1993-01-01,-32.31
1993-02-01,-29.41
1993-03-01,-32.58
1993-04-01,-23.62
1993-05-01,-10.56
1993-06-01,-1.24
1993-07-01,5.1
1993-08-01,-0.16
1993-09-01,-11.7
1993-10-01,-17.34
1993-11-01,-27.37
1993-12-01,-31.31
1994-01-01,-33.7
1994-02-01,-32.7
1994-03-01,-34.11
1994-04-01,-24.84
1994-05-01,-10.58
1994-06-01,1.58
1994-07-01,3.73
1994-08-01,1.81
1994-09-01,-6.7
1994-10-01,-17.18
1994-11-01,-23.02
1994-12-01,-30.78
1995-01-01,-33.6
1995-02-01,-33.66
1995-03-01,-34.2
1995-04-01,-15.33
1995-05-01,-9.82
1995-06-01,-0.46
1995-07-01,1.95
1995-08-01,1.66
1995-09-01,-5.71
1995-10-01,-19.05
1995-11-01,-25.05
1995-12-01,-32.47
1996-01-01,-32.12
1996-02-01,-29.75
1996-03-01,-30.75
1996-04-01,-21.91
1996-05-01,-9.26
1996-06-01,-0.6
1996-07-01,2.8
1996-08-01,-0.2
1996-09-01,-10.2
1996-10-01,-19.63
1996-11-01,-20.07
1996-12-01,-26.7
1997-01-01,-33.44
1997-02-01,-33.93
1997-03-01,-27.69
1997-04-01,-22.45
1997-05-01,-12.18
1997-06-01,-2.07
1997-07-01,2.38
1997-08-01,-1.08
1997-09-01,-9.66
1997-10-01,-19.33
1997-11-01,-23.24
1997-12-01,-29.39
1998-01-01,-31.34
1998-02-01,-33.39
1998-03-01,-28.41
1998-04-01,-21.94
1998-05-01,-11.83
1998-06-01,1.11
1998-07-01,4.62
1998-08-01,1.43
1998-09-01,-6.85
1998-10-01,-17.61
1998-11-01,-21.18
1998-12-01,-29.06
1999-01-01,-33.4
1999-02-01,-32.01
1999-03-01,-29.87
1999-04-01,-22.68
1999-05-01,-12.48
1999-06-01,-1.83
1999-07-01,3.43
1999-08-01,-1.81
1999-09-01,-8.78
1999-10-01,-18.73
1999-11-01,-22.97
1999-12-01,-33.46
2000-01-01,-35.32
2000-02-01,-34.82
2000-03-01,-33.22
2000-04-01,-27.21
2000-05-01,-13.73
2000-06-01,1.14
2000-07-01,3.35
2000-08-01,0.32
2000-09-01,-10.8
2000-10-01,-18.54
2000-11-01,-26.89
2000-12-01,-29.3
2001-01-01,-31.43
2001-02-01,-34.68
2001-03-01,-35.31
2001-04-01,-26.25
2001-05-01,-14.21
2001-06-01,-0.88
2001-07-01,2.54
2001-08-01,0.78
2001-09-01,-8.76
2001-10-01,-18.65
2001-11-01,-26.01
2001-12-01,-25.4
2002-01-01,-32.62
2002-02-01,-39.15
2002-03-01,-32.49
2002-04-01,-27.94
2002-05-01,-12.23
