,Temperature_C
1979-01-01,-17.21
1979-02-01,-13.89
1979-03-01,-6.23
1979-04-01,-2.82
1979-05-01,6.41
1979-06-01,12.74
1979-07-01,14.19
1979-08-01,12.66
1979-09-01,6.18
1979-10-01,-2.69
1979-11-01,-5.15
1979-12-01,-9.6
1980-01-01,-16.04
1980-02-01,-16.07
1980-03-01,-9.87
1980-04-01,0.22
1980-05-01,4.7
1980-06-01,15.11
1980-07-01,14.55
1980-08-01,11.48
1980-09-01,7.08
1980-10-01,-1.24
1980-11-01,-11.87
1980-12-01,-14.07
1981-01-01,-12.58
1981-02-01,-14.41
1981-03-01,-13.45
1981-04-01,-2.09
1981-05-01,6.33
1981-06-01,9.08
1981-07-01,14.24
1981-08-01,
1981-09-01,
1981-10-01,
1981-11-01,
1981-12-01,
