,Temperature_C
1979-01-01,-32.2
1979-02-01,-35.3
1979-03-01,-28.0
1979-04-01,-25.2
1979-05-01,-13.4
1979-06-01,-1.8
1979-07-01,-0.1
1979-08-01,-0.8
1979-09-01,-3.2
1979-10-01,-10.2
1979-11-01,-20.5
1979-12-01,-23.0
1980-01-01,-27.7
1980-02-01,-25.6
1980-03-01,-23.3
1980-04-01,-19.4
1980-05-01,-8.2
1980-06-01,-3.1
1980-07-01,-0.2
1980-08-01,-2.5
1980-09-01,-5.2
1980-10-01,-14.5
1980-11-01,-27.0
1980-12-01,-28.2
1981-01-01,-26.6
1981-02-01,-26.6
1981-03-01,-28.5
1981-04-01,-20.29
1981-05-01,-10.3
1981-06-01,-2.3
1981-07-01,-0.6
1981-08-01,-1.1
1981-09-01,-6.5
1981-10-01,-13.3
1981-11-01,-19.79
1981-12-01,-30.1
1982-01-01,-31.2
1982-02-01,-29.4
1982-03-01,-27.6
1982-04-01,-20.5
1982-05-01,-11.4
1982-06-01,-3.2
1982-07-01,-0.8
1982-08-01,-1.1
1982-09-01,-6.2
1982-10-01,-16.4
1982-11-01,-23.1
1982-12-01,-22.5
1983-01-01,-24.8
1983-02-01,-30.3
1983-03-01,-21.3
1983-04-01,-21.9
1983-05-01,-10.5
1983-06-01,-2.9
1983-07-01,-0.2
1983-08-01,-0.6
1983-09-01,-3.8
1983-10-01,-11.2
1983-11-01,-21.2
1983-12-01,-27.0
1984-01-01,-18.79
1984-02-01,-19.79
1984-03-01,-26.8
1984-04-01,-24.3
1984-05-01,-10.5
1984-06-01,-1.7
1984-07-01,0.2
1984-08-01,-0.7
1984-09-01,-2.6
1984-10-01,-7.0
1984-11-01,-18.4
1984-12-01,-19.7
1985-01-01,-25.7
1985-02-01,-21.3
1985-03-01,-26.3
1985-04-01,-21.4
1985-05-01,-12.4
1985-06-01,-1.3
1985-07-01,0.2
1985-08-01,-0.6
1985-09-01,-2.0
1985-10-01,-7.3
1985-11-01,-16.0
1985-12-01,-21.7
1986-01-01,-27.2
1986-02-01,-30.7
1986-03-01,-26.4
1986-04-01,-22.0
1986-05-01,-9.89
1986-06-01,-2.7
1986-07-01,0.4
1986-08-01,-1.4
1986-09-01,-7.2
1986-10-01,-10.5
1986-11-01,-20.9
1986-12-01,-28.8
1987-01-01,-27.3
1987-02-01,-27.9
1987-03-01,-29.2
1987-04-01,-16.2
1987-05-01,-9.3
1987-06-01,-2.4
1987-07-01,-0.3
1987-08-01,-1.1
1987-09-01,-6.4
1987-10-01,-17.6
1987-11-01,-23.8
1987-12-01,-27.6
1988-01-01,-28.0
1988-02-01,-21.3
1988-03-01,-31.0
1988-04-01,-26.4
1988-05-01,-8.3
1988-06-01,-1.0
1988-07-01,-0.4
1988-08-01,-1.1
1988-09-01,-7.8
1988-10-01,-18.2
1988-11-01,-25.1
1988-12-01,-24.7
1989-01-01,-28.4
1989-02-01,-29.0
1989-03-01,-30.4
1989-04-01,-23.3
1989-05-01,-9.89
1989-06-01,-2.7
1989-07-01,-0.9
1989-08-01,-1.9
1989-09-01,-4.6
1989-10-01,-14.4
1989-11-01,-24.0
1989-12-01,-26.8
1990-01-01,-26.7
1990-02-01,-23.4
1990-03-01,-23.9
1990-04-01,-15.0
1990-05-01,-9.8
1990-06-01,-1.3
1990-07-01,-0.3
1990-08-01,-0.5
1990-09-01,-3.3
1990-10-01,-15.1
1990-11-01,-25.7
1990-12-01,-30.3
1991-01-01,-24.5
1991-02-01,-30.3
1991-03-01,-22.0
1991-04-01,-27.1
1991-05-01,
1991-06-01,
1991-07-01,
1991-08-01,
1991-09-01,
1991-10-01,
1991-11-01,
1991-12-01,
