,Temperature_C
2014-06-01,9.5
2014-07-01,11.15
2014-08-01,10.74
2014-09-01,3.25
2014-10-01,-6.73
2014-11-01,-15.77
2014-12-01,-20.22
2015-01-01,-24.43
2015-02-01,-17.63
2015-03-01,-20.1
2015-04-01,-8.67
2015-05-01,5.44
2015-06-01,10.47
2015-07-01,13.5
2015-08-01,7.87
2015-09-01,0.01
2015-10-01,-5.89
2015-11-01,
2015-12-01,
2016-01-01,
2016-02-01,
2016-03-01,-19.97
2016-04-01,-7.56
2016-05-01,
2016-06-01,
2016-07-01,
2016-08-01,
2016-09-01,1.83
2016-10-01,-3.35
2016-11-01,-19.13
2016-12-01,
2017-01-01,-23.42
2017-02-01,-23.29
2017-03-01,-25.96
2017-04-01,-11.09
2017-05-01,2.92
2017-06-01,11.34
2017-07-01,14.94
2017-08-01,7.56
2017-09-01,3.4
2017-10-01,-6.54
2017-11-01,-12.25
2017-12-01,-12.18
2018-01-01,-26.68
2018-02-01,-16.93
2018-03-01,-14.42
2018-04-01,-10.71
2018-05-01,
2018-06-01,
2018-07-01,13.58
2018-08-01,7.98
2018-09-01,6.0
2018-10-01,-4.62
2018-11-01,-14.72
2018-12-01,-21.3
2019-01-01,-22.01
2019-02-01,-13.98
2019-03-01,-9.91
2019-04-01,-9.64
2019-05-01,5.17
2019-06-01,13.74
2019-07-01,15.13
2019-08-01,8.96
2019-09-01,4.82
2019-10-01,
2019-11-01,
2019-12-01,
